Mon,FarASName,FarASN,FarIP,NearIP,far_p,near_p,far_diff,near_diff,code,far_cong_loss_rate,far_uncong_loss_rate,near_cong_loss_rate,near_uncong_loss_rate,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
ith-us,INS-AS - AT&T Data Communications Services,2386,66.109.1.138,66.109.6.189,0,0,6.457,25.488,success-Significant,25.493,19.036,0.005,0.011,08_01_2017_08_31_2017,191001,9,1423341684,159315,21108,61692,128017452,544478772
ith-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.109.12.110,66.109.6.133,1,1,0,1,failure-FarCongLower-NotSignificant,0,0,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,0,407,0,9895803
ith-us,XO-AS15 - XO Communications,2828,216.3.52.41,66.109.6.25,0,0,0.594,-0.464,success-Significant,1.369,0.775,1.833,0.658,05_01_2017_05_31_2017,40219,751,645952628,4280785,493,35523,910291,116521725
ith-us,XO-AS15 - XO Communications,2828,216.50.76.41,107.14.19.160,1,0.152,-0.171,-0.045,failure-FarCongLower-NotSignificant,0.329,0.5,0.374,0.52,05_01_2017_05_31_2017,62139,233,801910390,4191471,330,99825,3709594,738173307
ith-us,LEVEL3 Level 3 Communications,3356,66.109.6.0,66.109.9.40,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,NETFLIX Netflix Streaming Inc.,2906,66.109.6.16,66.109.6.18,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,HURRICANE - Hurricane Electric Inc.,6939,216.66.41.237,66.109.1.113,1,0.72,0.012,0.009,success-NoPower,0.601,0.589,0.592,0.521,05_01_2017_05_31_2017,267339,1592,3388788273,17748278,879,145317,9233341,1559137688
ith-us,UUNET - MCI Communications Services Inc. d/b/a Verizon Business,701,66.109.6.171,66.109.6.34,0.004,1,-0.385,-0.021,failure-FarCongLower-Significant,0,0.385,0.021,0.115,08_01_2017_08_31_2017,105728,22,649472300,744989,0,1641,322506,83351769
ith-us,UUNET - MCI Communications Services Inc. d/b/a Verizon Business,701,66.109.6.177,66.109.6.34,0,0,2.177,2.743,success-Significant,2.771,0.594,0.028,0.115,08_01_2017_08_31_2017,391101,110,716447934,821623,1731,60747,719880,120503642
ith-us,AKAMAI-ASN1 Akamai International B.V.,20940,66.109.7.198,107.14.17.200,1,0,-0.167,4.087,failure-FarCongLower-NotSignificant,4.127,4.294,0.04,0.032,08_01_2017_08_31_2017,523656,210,2673444948,846078,11927,277083,52301209,1165564956
ith-us,GLOBEINTERNET TATA Communications,6453,216.6.87.149,107.14.17.204,0.695,0.605,0.043,-0.338,failure-NearCongLower-NotSignificant,0.342,0.299,0.68,0.356,05_01_2017_05_31_2017,292,2,49718050,177658,2,582,294838,98373918
ith-us,LEVEL3 Level 3 Communications,3356,24.136.108.242,69.193.246.7,0.455,0.301,0.047,0.066,failure-NearCongLower-NotSignificant,0.602,0.555,0.536,0.632,05_01_2017_05_31_2017,135398,729,388776253,2474349,83,13707,113359,20326599
ith-us,FACEBOOK - Facebook Inc.,32934,24.27.236.105,66.109.1.87,1,1,0.405,2.349,success-NoPower,1.349,0.944,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,1377,100682,2508307,263303175
ith-us,AKAMAI-ASN1 Akamai International B.V.,20940,66.109.7.46,107.14.17.234,0.633,1,-0.012,-0.006,failure-FarCongLower-NotSignificant,0,0.012,0.006,0.033,08_01_2017_08_31_2017,46808,3,712756406,233786,0,9143,19839,169341229
ith-us,FACEBOOK - Facebook Inc.,32934,24.27.236.109,66.109.1.87,1,1,-0.425,1.575,failure-FarCongLower-NotSignificant,0.575,1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,530,91606,4283694,424076938
ith-us,GLOBEINTERNET TATA Communications,6453,24.27.236.147,66.109.1.35,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,AKAMAI-ASN1 Akamai International B.V.,20940,24.27.236.249,66.109.6.30,1,1,-0.099,1.417,failure-FarCongLower-NotSignificant,0.417,0.516,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,297,71002,2306716,444884149
ith-us,GLOBEINTERNET TATA Communications,6453,66.110.57.97,107.14.17.236,1,0,-0.009,0.062,failure-FarCongLower-NotSignificant,0.069,0.078,0.007,0.428,08_01_2017_08_31_2017,98901,7,1228418431,5274668,19,27431,227033,290531656
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.29,107.14.17.236,1,0,-0.138,-0.842,failure-FarCongLower-NotSignificant,0.345,0.483,1.187,0.587,05_01_2017_05_31_2017,129079,1550,795847591,4697890,128,36934,1246912,256900106
ith-us,GLOBEINTERNET TATA Communications,6453,66.110.59.81,107.14.17.250,1,0,-0.053,0.035,failure-FarCongLower-NotSignificant,0.047,0.1,0.012,0.011,08_01_2017_08_31_2017,212826,26,2183329250,229474,59,125239,1113016,1109513636
ith-us,GLOBEINTERNET TATA Communications,6453,66.110.96.53,66.109.1.35,0.421,1,-0.04,0,failure-FarCongLower-NotSignificant,0,0.04,0,0.031,08_01_2017_08_31_2017,21546,0,620152124,191065,0,4091,18550,46274979
ith-us,AOL-ATDN - AOL Transit Data Network,1668,66.185.152.177,66.109.6.157,1,0.096,-0.002,-0.016,failure-FarCongLower-NotSignificant,0.006,0.008,0.022,0.021,08_01_2017_08_31_2017,49520,11,1273187691,262339,2,31142,83698,1070606158
ith-us,TMNET-AS-AP TM Net Internet Service Provider,4788,107.14.16.238,66.109.6.139,1,1,0.008,1.017,success-NoPower,0.017,0.009,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,16,95252,93209,1008804343
ith-us,AKAMAI-ASN1 Akamai International B.V.,20940,107.14.16.90,107.14.19.138,0.144,0.589,0.042,0.013,failure-NearCongLower-NotSignificant,0.05,0.008,0.037,0.072,09_01_2017_09_30_2017,8000,3,24325739,17500,1,1992,760,9745657
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.31,107.14.17.190,0,0.401,-0.318,-0.027,failure-FarCongLower-Significant,0.322,0.64,0.349,0.655,05_01_2017_05_31_2017,70198,246,178904597,1179205,215,66578,1118565,173696856
ith-us,AMAZON-02 - Amazon.com Inc.,16509,107.14.17.231,107.14.17.192,0.596,0.159,-0.02,-0.056,failure-FarCongLower-NotSignificant,0.026,0.046,0.082,0.042,09_01_2017_09_30_2017,14575,12,325133613,136198,2,7778,81981,179128161
ith-us,INS-AS - AT&T Data Communications Services,2386,107.14.19.126,66.109.6.163,1,0,-0.431,81.091,failure-FarCongLower-NotSignificant,81.109,81.54,0.018,0.024,09_01_2017_09_30_2017,227589,42,2804211456,678904,160312,37337,1749943868,396168643
ith-us,UUNET - MCI Communications Services Inc. d/b/a Verizon Business,701,152.179.105.37,66.109.6.189,1,1,-0.163,0.002,failure-FarCongLower-NotSignificant,0.004,0.167,0.002,0.018,09_01_2017_09_30_2017,56804,1,911554979,160217,2,56810,1517812,905805700
ith-us,APPLE Apple Inc,714,17.1.128.96,66.109.6.8,1,1,0.003,1.011,success-NoPower,0.011,0.008,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,4,35332,35852,464222180
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.33,107.14.17.250,0.426,0.424,-0.043,0.037,failure-FarCongLower-NotSignificant,0.421,0.464,0.384,0.569,05_01_2017_05_31_2017,149973,578,1227518189,7019838,81,19158,791983,170045802
ith-us,APPLE Apple Inc,714,17.1.154.36,66.109.6.7,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.51,66.109.1.59,0.171,0.595,-0.202,-0.095,failure-FarCongLower-NotSignificant,0.24,0.442,0.335,0.502,05_01_2017_05_31_2017,104372,351,428805035,2162705,6,2492,62738,14122844
ith-us,INTERNODE-AS Internode Pty Ltd,4739,198.32.176.79,66.109.6.139,1,1,0.152,1.264,success-NoPower,0.264,0.112,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,36,13593,903418,804298090
ith-us,SINGTEL-AS-AP Singapore Telecommunications Ltd,7473,203.208.171.97,107.14.19.118,1,0,0.023,0.019,success-CorrelationNotSignificant,0.051,0.028,0.032,0.018,09_01_2017_09_30_2017,497832,159,3323507221,607423,137,267874,407907,1449624558
ith-us,NETFLIX Netflix Streaming Inc.,2906,24.27.236.69,66.109.6.7,0.112,1,-0.082,1.386,failure-FarCongLower-NotSignificant,0.386,0.468,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,69,17823,457661,97270425
ith-us,NETFLIX Netflix Streaming Inc.,2906,24.27.236.71,66.109.6.227,1,1,-0.087,1.383,failure-FarCongLower-NotSignificant,0.383,0.47,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,688,178768,5406474,1143970538
ith-us,FACEBOOK - Facebook Inc.,32934,209.18.36.21,66.109.6.227,1,0,0.026,0.023,success-CorrelationNotSignificant,0.069,0.043,0.046,0.039,09_01_2017_09_30_2017,465408,212,3236424713,1269701,301,433919,1132267,2604924663
ith-us,FACEBOOK - Facebook Inc.,32934,24.27.236.7,107.14.17.184,0.605,0.865,0.026,-0.014,failure-NearCongLower-NotSignificant,0.319,0.293,0.333,0.328,05_01_2017_05_31_2017,108996,364,449848744,1482260,37,11571,133019,45309837
ith-us,FACEBOOK - Facebook Inc.,32934,209.18.36.35,66.109.6.137,0.881,0.003,-0.011,0.059,failure-FarCongLower-NotSignificant,0.078,0.089,0.019,0.03,09_01_2017_09_30_2017,51441,10,381329233,113108,10,12800,104236,117246206
ith-us,VIDEOTRON - Videotron Telecom Ltee,5769,216.113.125.77,66.109.1.66,1,0,-0.025,-0.092,failure-FarCongLower-NotSignificant,0.004,0.029,0.096,0.104,09_01_2017_09_30_2017,65884,63,1097556533,1140051,1,26195,96995,334118449
ith-us,HURRICANE - Hurricane Electric Inc.,6939,216.66.41.237,66.109.1.113,1,0.233,0.003,-0.034,failure-NearCongLower-NotSignificant,0.012,0.009,0.046,0.033,09_01_2017_09_30_2017,41442,19,3074251147,1020271,1,8071,27789,320202204
ith-us,FACEBOOK - Facebook Inc.,32934,24.27.236.109,66.109.1.87,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,MFNX MFN - Metromedia Fiber Network,6461,24.27.236.145,107.14.17.192,0,0,0.891,38.668,success-Significant,38.77,37.879,0.102,0.041,09_01_2017_09_30_2017,52885,54,3730088,1533,40626,64160,163719,268495
ith-us,GLOBEINTERNET TATA Communications,6453,24.27.236.147,66.109.1.35,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.29,107.14.17.236,1,0.018,-0.057,-0.05,failure-FarCongLower-NotSignificant,0.021,0.078,0.071,0.052,09_01_2017_09_30_2017,15400,11,409704571,211669,6,28997,524514,673452163
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.33,107.14.17.250,1,0.1,-0.058,-0.012,failure-FarCongLower-NotSignificant,0.007,0.065,0.019,0.028,09_01_2017_09_30_2017,196211,38,1773969779,490010,3,42702,270397,416508082
ith-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.51,66.109.1.59,0.122,0.071,0.025,-0.1,failure-NearCongLower-NotSignificant,0.036,0.011,0.136,0.041,09_01_2017_09_30_2017,11000,15,501335895,207313,2,5622,14134,132615354
ith-us,NETFLIX Netflix Streaming Inc.,2906,24.27.236.85,107.14.17.239,1,0.001,0,-0.023,failure-FarCongLower-NotSignificant,0.005,0.005,0.028,0.168,09_01_2017_09_30_2017,78248,22,1140842855,1919432,3,61489,31452,574831760
ith-us,NETFLIX Netflix Streaming Inc.,2906,24.27.236.87,107.14.17.239,1,0.727,0.008,0.005,failure-NearCongLower-NotSignificant,0.012,0.004,0.007,0.168,09_01_2017_09_30_2017,28380,2,1238825843,2084212,7,56755,27317,624190385
ith-us,LEVEL3 Level 3 Communications,3356,4.68.127.201,66.109.1.35,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
las-us,TDC TDC Data Networks,3292,195.215.109.52,67.14.28.246,0.407,0.67,0.086,0.168,success-NoPower,0.28,0.194,0.112,0.154,10_01_2017_10_31_2017,893,1,27738116,42855,5,1779,36867,18930805
las-us,FACEBOOK - Facebook Inc.,32934,198.233.122.154,67.14.34.86,0.008,1,0.054,0,success-LocalizationNotSignificant,0.177,0.123,0.177,0.136,10_01_2017_10_31_2017,64368,114,467878139,635493,57,32134,286919,232957627
las-us,HURRICANE - Hurricane Electric Inc.,6939,206.197.210.49,67.14.101.250,0,0,26.988,73.715,success-Significant,74.754,47.766,1.039,0.529,10_01_2017_10_31_2017,6860,72,378147236,2009904,986,333,3115606,3407028
las-us,COGENT Cogent/PSI,174,154.54.11.165,208.168.154.6,0,0.001,2.29,-2.22,success-Significant,2.45,0.16,4.67,0.254,11_01_2017_11_30_2017,4409,216,84363639,214952,27,1075,37611,23511892
las-us,FACEBOOK - Facebook Inc.,32934,208.44.237.122,67.14.122.141,0.466,0,-0.045,-1.014,failure-FarCongLower-NotSignificant,0.085,0.13,1.099,0.74,10_01_2017_10_31_2017,11787,131,256826450,1913763,5,5889,164825,126717281
las-us,FACEBOOK - Facebook Inc.,32934,198.233.122.154,67.14.34.86,0,0.005,7.279,0.493,success-Significant,7.79,0.511,7.297,0.502,11_01_2017_11_30_2017,66402,5227,2019876572,10188026,2586,30612,5119263,996350060
las-us,TELIANET TeliaSonera International Carrier,1299,62.115.12.93,67.14.34.218,1,1,-0.128,0,failure-FarCongLower-NotSignificant,0,0.128,0,0.591,10_01_2017_10_31_2017,97,0,25740959,152944,0,98,32307,25256595
las-us,FACEBOOK - Facebook Inc.,32934,198.233.142.190,67.14.14.162,0,0.002,5.154,-3.395,success-Significant,5.331,0.177,8.726,0.574,11_01_2017_11_30_2017,36589,3498,261274229,1508174,33,586,25719,14503266
las-us,FACEBOOK - Facebook Inc.,32934,208.44.237.122,67.14.122.141,1,0,0.086,-2.129,failure-NearCongLower-Significant,0.523,0.437,2.652,0.597,11_01_2017_11_30_2017,165391,4506,1104092509,6634100,321,61084,2098307,478161750
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,216.206.47.190,205.171.134.42,1,0.968,2.554,0.011,success-NoPower,2.865,0.311,2.854,0.316,11_01_2017_11_30_2017,10996,323,461973629,1465375,315,10678,1441164,461279645
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,216.207.157.226,67.14.122.141,0,0,10.057,1.967,success-Significant,11.388,1.331,9.421,0.597,11_01_2017_11_30_2017,34786,3618,410069369,2461845,3485,27118,1065352,78969800
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.118,67.14.102.114,0,0.007,1.179,1.13,success-Significant,2.347,1.168,1.217,0.386,10_01_2017_10_31_2017,3408,42,192849338,747254,33,1373,1175603,99494991
las-us,TELIANET TeliaSonera International Carrier,1299,62.115.12.93,67.14.34.218,0,0,3.576,-4.494,success-Significant,3.917,0.341,8.411,0.425,11_01_2017_11_30_2017,24086,2212,155041320,661473,172,4219,313339,91521270
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.118,67.14.102.114,1,0,3.01,-3.422,success-CorrelationNotSignificant,5.091,2.081,8.513,0.481,11_01_2017_11_30_2017,82428,7670,863315902,4171428,357,6656,7799787,367098632
las-us,GLOBEINTERNET TATA Communications,6453,63.146.26.146,67.14.102.230,0,0.887,8.727,-0.033,success-LocalizationNotSignificant,9.106,0.379,9.139,0.502,11_01_2017_11_30_2017,81795,8227,942124472,4753733,2059,20553,2199021,577354287
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.22,67.14.14.138,0,0.028,8.083,0.399,success-Significant,8.456,0.373,8.057,0.451,11_01_2017_11_30_2017,43718,3831,223153993,1010289,3858,41769,1077492,287692749
las-us,TINET-BACKBONE Tinet SpA,3257,63.146.26.246,67.14.14.138,0,0,2.636,-5.457,success-Significant,2.838,0.202,8.295,0.45,11_01_2017_11_30_2017,47493,4296,213506503,966004,17,582,45398,22447138
las-us,GLOBEINTERNET TATA Communications,6453,63.146.26.146,67.14.102.230,0,0.501,1.587,-0.266,success-LocalizationNotSignificant,2.236,0.649,2.502,0.129,10_01_2017_10_31_2017,3001,77,152400516,196483,67,2929,999813,153167711
las-us,MFNX MFN - Metromedia Fiber Network,6461,63.146.26.254,67.14.34.218,0.001,0,1.741,-7.013,success-Significant,1.923,0.182,8.936,0.426,11_01_2017_11_30_2017,19505,1914,303701227,1298031,4,204,186278,102275013
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.22,67.14.14.138,0,0.187,0.532,-0.651,success-LocalizationNotSignificant,0.669,0.137,1.32,0.149,10_01_2017_10_31_2017,598,8,32674486,48916,8,1188,89254,65286270
las-us,GLOBEINTERNET TATA Communications,6453,63.146.26.250,208.168.154.6,1,0.019,-0.102,-0.865,failure-FarCongLower-NotSignificant,0,0.102,0.865,0.142,10_01_2017_10_31_2017,4013,35,31922017,45373,0,602,3526,3461113
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.26,67.14.14.138,0.056,0.085,0.165,-0.492,success-NoPower,0.299,0.134,0.791,0.149,10_01_2017_10_31_2017,1003,8,42758981,64016,6,1998,114898,85437818
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.26,67.14.14.138,0,0,1.179,-8.048,success-Significant,1.322,0.143,9.37,0.451,11_01_2017_11_30_2017,32092,3318,292008434,1323802,70,5224,324502,226615356
las-us,SWISSCOM Swisscom (Switzerland) Ltd,3303,63.146.26.30,205.171.134.50,0,0,9.629,2.873,success-Significant,10.699,1.07,7.826,0.379,11_01_2017_11_30_2017,20188,1714,586496026,2233786,3103,25901,1212897,112159349
las-us,TINET-BACKBONE Tinet SpA,3257,63.146.27.146,67.14.102.146,0,0.54,2.05,-0.532,success-LocalizationNotSignificant,2.167,0.117,2.699,1.519,10_01_2017_10_31_2017,1406,39,89286904,1376814,13,587,20573,17496637
las-us,TELIANET TeliaSonera International Carrier,1299,63.146.27.250,67.14.102.230,0,0.503,3.38,1.176,success-LocalizationNotSignificant,3.509,0.129,2.333,0.129,10_01_2017_10_31_2017,293,7,58783898,75809,14,385,34978,27139151
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.146.26.46,67.14.14.138,0,0.543,2.702,-0.223,success-LocalizationNotSignificant,2.881,0.179,3.104,0.449,11_01_2017_11_30_2017,6118,196,209006390,941748,104,3506,128336,71476166
las-us,CW Cable and Wireless Worldwide plc,1273,63.146.27.30,67.14.102.114,0,0.144,1.199,0.559,success-LocalizationNotSignificant,1.338,0.139,0.779,0.386,10_01_2017_10_31_2017,2294,18,186475132,722574,16,1180,135704,97207100
las-us,APPLE Apple Inc,714,63.148.110.2,67.14.28.222,0.001,0.174,0.29,-0.296,success-LocalizationNotSignificant,0.436,0.146,0.732,0.147,10_01_2017_10_31_2017,2982,22,106651660,157358,13,2970,155561,106577088
las-us,MFNX MFN - Metromedia Fiber Network,6461,63.146.26.66,205.171.134.50,0,0,2.133,-3.371,success-Significant,2.436,0.303,5.807,0.379,11_01_2017_11_30_2017,39884,2459,692049685,2635431,151,6048,535864,176140517
las-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,63.149.192.206,67.14.22.130,0,0.34,2.703,-1.335,success-LocalizationNotSignificant,2.821,0.118,4.156,0.632,10_01_2017_10_31_2017,392,17,96363145,612463,11,379,114829,96860781
las-us,TINET-BACKBONE Tinet SpA,3257,63.146.27.146,67.14.102.146,0,0,2.733,-7.33,success-Significant,3.004,0.271,10.334,0.985,11_01_2017_11_30_2017,35776,4123,387897501,3857723,48,1550,306990,113127718
las-us,TELIANET TeliaSonera International Carrier,1299,63.146.27.198,67.14.14.138,0,0,8.534,0.684,success-Significant,9.008,0.474,8.324,0.444,11_01_2017_11_30_2017,42985,3903,44048598,196417,3523,35586,186717,39214110
las-us,TELIANET TeliaSonera International Carrier,1299,63.146.27.250,67.14.102.230,0,0,10.254,1.267,success-Significant,10.845,0.591,9.578,0.501,11_01_2017_11_30_2017,72683,7699,363354260,1829057,4065,33419,999903,168177445
las-us,CW Cable and Wireless Worldwide plc,1273,63.146.27.30,67.14.102.114,0,0,9.739,0.899,success-Significant,10.132,0.393,9.233,0.481,11_01_2017_11_30_2017,74548,7583,834781855,4033363,3361,29811,1648679,417506217
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.150.8.182,67.14.34.206,0,0,1.366,-2.582,success-Significant,1.505,0.139,4.087,0.7,10_01_2017_10_31_2017,1197,51,103846542,732261,18,1178,145890,104574790
las-us,APPLE Apple Inc,714,63.147.70.238,67.14.41.58,0.059,0.382,0.765,0.341,success-NoPower,0.952,0.187,0.611,0.311,11_01_2017_11_30_2017,4389,27,359695912,1123033,2,208,31453,16819829
las-us,APPLE Apple Inc,714,63.148.110.2,67.14.28.222,0,0,9.906,1.224,success-Significant,10.419,0.513,9.195,0.413,11_01_2017_11_30_2017,35591,3604,457770437,1896824,3708,31881,1493982,289494429
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.151.132.210,67.14.38.90,0.001,1,0.823,-0.154,success-LocalizationNotSignificant,1.003,0.18,1.157,0.172,10_01_2017_10_31_2017,1196,14,159851874,274930,6,592,143802,79746416
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.148.121.122,67.14.122.10,0.047,0,0.509,-8.388,success-Significant,0.833,0.324,9.221,0.51,11_01_2017_11_30_2017,38002,3860,410936528,2105470,5,595,223555,68868765
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.148.137.250,67.14.14.142,1,0.395,2.731,0.29,success-NoPower,2.903,0.172,2.613,0.165,11_01_2017_11_30_2017,4994,134,385804953,638053,145,4849,664187,385131917
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.149.189.254,67.14.2.174,1,0,4.025,-4.793,success-CorrelationNotSignificant,4.325,0.3,9.118,0.529,11_01_2017_11_30_2017,38385,3851,485504702,2580913,160,3539,761783,252792004
las-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,63.149.192.206,67.14.22.130,0,0.952,9.273,0.014,success-LocalizationNotSignificant,9.771,0.498,9.757,0.711,11_01_2017_11_30_2017,38394,4151,592426245,4239361,3575,33014,2068185,413338786
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.150.8.182,67.14.34.206,0,0,10.091,-0.988,success-Significant,10.482,0.391,11.47,1.045,11_01_2017_11_30_2017,33968,4401,445832017,4710015,3562,30421,1759430,448582499
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.151.132.210,67.14.38.90,0,0,9.202,1.02,success-Significant,9.816,0.614,8.796,0.799,11_01_2017_11_30_2017,40990,3953,323941843,2609167,3818,35077,1400662,226739771
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.234.57.10,67.14.2.238,0,0,0.051,0.106,success-Significant,0.228,0.177,0.122,0.15,10_01_2017_10_31_2017,117386,143,103311381,155233,268,117120,182996,103283616
las-us,FACEBOOK - Facebook Inc.,32934,63.151.207.78,67.14.22.130,0,0,4.827,-4.848,success-Significant,5.017,0.19,9.865,0.71,11_01_2017_11_30_2017,36776,4025,566890647,4056577,60,1136,196188,103125634
las-us,AMAZON-02 - Amazon.com Inc.,16509,63.156.205.154,67.14.35.118,0,0,3.724,0.9,success-Significant,4.678,0.954,3.778,0.447,11_01_2017_11_30_2017,85403,3353,448746022,2014575,3649,74354,1278555,132798463
las-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,63.156.7.10,67.14.19.18,0.033,0.178,0.306,-0.436,failure-NearCongLower-NotSignificant,0.471,0.165,0.907,0.581,11_01_2017_11_30_2017,22614,207,153305243,895863,5,1056,4195,2531264
las-us,COGENT Cogent/PSI,174,63.235.41.190,67.14.24.14,1,0.167,-0.111,-2.222,failure-FarCongLower-NotSignificant,0,0.111,2.222,1.265,10_01_2017_10_31_2017,1804,41,87274348,1118422,0,106,4260,3845609
las-us,AMAZON-02 - Amazon.com Inc.,16509,63.158.0.210,208.168.142.6,0,0,6.481,-6.924,success-Significant,6.667,0.186,13.591,0.782,11_01_2017_11_30_2017,36397,5725,208071156,1640447,26,364,18586,9967748
las-us,AKAMAI-ASN1 Akamai International B.V.,20940,63.158.61.138,67.14.22.186,0,0.686,9.963,-0.1,success-LocalizationNotSignificant,11.283,1.32,11.383,0.979,11_01_2017_11_30_2017,32994,4238,431159921,4263085,3385,26617,1114901,83327729
las-us,APPLE Apple Inc,714,63.237.14.134,67.14.22.130,1,0.008,-0.107,-2.694,failure-FarCongLower-NotSignificant,0,0.107,2.694,0.632,10_01_2017_10_31_2017,1806,50,108407204,688990,0,210,7830,7333629
las-us,GOOGLE - Google Inc.,15169,63.237.160.98,67.14.22.130,1,0,1.337,2.501,success-CorrelationNotSignificant,3.058,1.721,0.557,0.632,10_01_2017_10_31_2017,38192,214,1220289702,7756106,1168,37027,21058416,1202565699
las-us,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8075,63.158.61.198,67.14.22.186,0,0,3.642,-6.885,success-Significant,3.993,0.351,10.878,0.975,11_01_2017_11_30_2017,36581,4465,74494322,733097,136,3270,176222,50018604
las-us,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8075,63.233.107.246,67.14.43.82,0,0.027,1.313,-1.254,success-Significant,1.661,0.348,2.915,0.422,11_01_2017_11_30_2017,9792,294,415020918,1759504,15,888,129105,37018892
las-us,SAVVIS-AS SAVVIS-AS3561,3561,63.234.57.10,67.14.2.238,0,0,9.128,0.871,success-Significant,9.524,0.396,8.653,0.394,11_01_2017_11_30_2017,40359,3823,442923508,1750133,3844,36518,1762064,442837372
las-us,MFNX MFN - Metromedia Fiber Network,6461,64.125.12.121,67.14.102.114,0,0.842,0.694,-0.096,success-LocalizationNotSignificant,0.836,0.142,0.932,0.386,10_01_2017_10_31_2017,1595,15,187272740,725665,10,1186,139110,97619694
las-us,TINET-BACKBONE Tinet SpA,3257,63.235.40.254,208.168.152.134,0,0.058,8.222,1.391,success-LocalizationNotSignificant,9.088,0.866,7.697,0.614,11_01_2017_11_30_2017,2794,233,78400939,484267,254,2541,398518,45639791
las-us,GLOBEINTERNET TATA Communications,6453,64.86.21.124,67.14.34.218,0,1,1.96,-0.039,success-LocalizationNotSignificant,2.55,0.59,2.589,0.591,10_01_2017_10_31_2017,903,24,31058577,184520,23,879,185105,31203993
las-us,COGENT Cogent/PSI,174,63.235.41.118,67.14.34.218,0,0,9.321,1.563,success-Significant,10.619,1.298,9.056,0.425,11_01_2017_11_30_2017,21993,2190,202459409,864440,3633,30579,712581,54188069
las-us,LEVEL3 Level 3 Communications,3356,63.235.41.122,67.14.102.230,0.838,0,-0.1,83.139,failure-FarCongLower-NotSignificant,83.843,83.943,0.704,0.503,11_01_2017_11_30_2017,70790,502,154719390,781820,4525,872,2919971,558534
